	PLAYER_ID	PLAYER_NAME	TEAM_ID	TEAM_ABBREVIATION	AGE	NICKNAME	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT	FGM	FGA	FG_PCT
21	203952	Andrew Wiggins	1610612744	GSW	27.0	Andrew	2.4	3.6	0.677	0.9	2.0	0.426	0.4	1.1	0.383	0.5	1.4	0.352	1.0	2.4	0.426	1.2	3.4	0.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	1629014	Anfernee Simons	1610612757	POR	23.0	Anfernee	1.2	2.1	0.549	0.5	1.1	0.484	0.6	1.3	0.466	0.6	1.1	0.484	0.8	2.3	0.353	2.5	5.7	0.429	0.1	0.3	0.308	0.0	0.0	0.0	0.0	0.1	0.0
23	203076	Anthony Davis	1610612747	LAL	29.0	Anthony	6.1	8.2	0.743	0.7	1.7	0.426	0.7	2.0	0.321	1.2	3.0	0.408	0.4	1.1	0.333	0.2	1.4	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	1630162	Anthony Edwards	1610612750	MIN	20.0	Anthony	3.7	6.2	0.598	0.3	1.0	0.329	0.3	0.7	0.358	0.3	0.8	0.327	1.0	3.2	0.33	2.0	5.4	0.377	0.0	0.1	0.4	0.0	0.0	0.0	0.0	0.0	0.0
25	1630264	Anthony Gill	1610612764	WAS	29.0	Anthony	0.8	1.3	0.63	0.4	0.7	0.481	0.0	0.1	0.5	0.0	0.0	0.0	0.2	0.3	0.615	0.1	0.3	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	1630237	Anthony Lamb	1610612745	HOU	24.0	Anthony	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0						
27	1629717	Armoni Brooks	1610612761	TOR	24.0	Armoni	0.4	0.5	0.655	0.1	0.1	0.8	0.0	0.1	0.0	0.0	0.0	0.0	0.3	1.1	0.286	1.1	3.5	0.302	0.1	0.2	0.4	0.0	0.1	0.0	0.0	0.0	0.0
28	1629083	Arnoldas Kulboka	1610612766	CHA	24.0	Arnoldas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0						
29	1630559	Austin Reaves	1610612747	LAL	24.0	Austin	1.0	1.4	0.701	0.3	0.5	0.567	0.2	0.3	0.647	0.1	0.2	0.308	0.3	1.1	0.3	0.5	1.5	0.33	0.0	0.1	0.5	0.0	0.1	0.0	0.0	0.1	0.0
30	203085	Austin Rivers	1610612743	DEN	29.0	Austin	0.8	1.2	0.671	0.2	0.4	0.407	0.0	0.1	0.167	0.0	0.1	0.0	0.8	1.8	0.426	0.4	1.6	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	202340	Avery Bradley	1610612747	LAL	31.0	Avery	0.6	1.0	0.554	0.0	0.2	0.133	0.2	0.4	0.5	0.2	0.5	0.429	0.9	2.2	0.413	0.5	1.3	0.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	1630245	Ayo Dosunmu	1610612741	CHI	22.0	Ayo	1.9	2.9	0.65	0.2	0.5	0.444	0.2	0.5	0.5	0.3	0.6	0.535	0.7	1.8	0.415	0.2	0.8	0.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
33	1629168	BJ Johnson	1610612753	ORL	26.0	BJ	0.5	1.5	0.333	0.0	0.3	0.0	0.5	0.8	0.667	0.3	0.5	0.5	0.8	1.8	0.429	0.8	1.3	0.6	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
34	1628389	Bam Adebayo	1610612748	MIA	24.0	Bam	4.6	6.5	0.709	1.3	2.7	0.461	0.9	2.3	0.413	0.4	1.3	0.292	0.1	0.2	0.556	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
35	203463	Ben McLemore	1610612757	POR	29.0	Ben	0.6	1.0	0.656	0.0	0.1	0.167	0.0	0.1	0.333	0.1	0.4	0.304	1.7	3.4	0.488	0.9	3.4	0.269	0.0	0.2	0.25	0.0	0.0	0.0	0.0	0.0	0.0
36	202687	Bismack Biyombo	1610612756	PHX	29.0	Bismack	2.0	2.7	0.719	0.4	1.0	0.389	0.1	0.3	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	201933	Blake Griffin	1610612751	BKN	33.0	Blake	1.5	2.5	0.596	0.2	0.3	0.529	0.1	0.2	0.3	0.0	0.1	0.5	0.3	1.1	0.279	0.4	1.5	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1626246	Boban Marjanovic	1610612742	DAL	33.0	Boban	1.0	1.5	0.688	0.7	1.1	0.6	0.3	0.7	0.417	0.1	0.1	1.0	0.1	0.1	0.5	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	1626171	Bobby Portis	1610612749	MIL	27.0	Bobby	2.0	3.4	0.599	0.8	1.5	0.527	0.6	1.3	0.423	0.4	0.9	0.478	1.0	2.3	0.418	1.0	2.6	0.384	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
40	203992	Bogdan Bogdanovic	1610612737	ATL	29.0	Bogdan	1.1	2.0	0.569	0.4	0.9	0.448	0.7	1.3	0.525	0.3	0.7	0.489	1.4	3.2	0.431	1.5	4.4	0.341	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0
41	202711	Bojan Bogdanovic	1610612762	UTA	33.0	Bojan	2.2	3.3	0.652	0.8	2.0	0.396	0.4	1.1	0.411	0.1	0.2	0.357	1.4	3.4	0.408	1.2	3.4	0.365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	1629626	Bol Bol	1610612753	ORL	22.0	Bol	0.7	0.8	0.9	0.2	0.2	0.667	0.3	0.7	0.375	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	1630538	Bones Hyland	1610612743	DEN	21.0	Bones	0.9	1.5	0.581	0.1	0.6	0.231	0.2	0.5	0.379	0.3	0.6	0.436	0.4	1.1	0.329	1.4	3.8	0.379	0.2	0.4	0.412	0.0	0.0	0.0	0.0	0.0	0.0
44	202954	Brad Wanamaker	1610612764	WAS	32.0	Brad	0.4	1.1	0.4	0.2	0.3	0.571	0.1	0.4	0.3	0.3	0.5	0.636	0.0	0.5	0.0	0.2	0.5	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
45	203078	Bradley Beal	1610612764	WAS	29.0	Bradley	3.6	5.8	0.625	1.0	2.9	0.351	1.2	2.6	0.48	1.1	2.5	0.449	0.8	2.2	0.36	1.0	3.4	0.285	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
46	1630527	Brandon Boston	1610612746	LAC	20.0	Brandon	1.1	2.1	0.533	0.0	0.4	0.1	0.3	0.6	0.483	0.3	1.0	0.34	0.3	1.0	0.333	0.4	1.5	0.296	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0
47	1629634	Brandon Clarke	1610612763	MEM	25.0	Brandon	3.1	4.0	0.757	0.9	1.7	0.551	0.4	0.8	0.46	0.1	0.1	0.714	0.1	0.3	0.2	0.0	0.1	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	1629164	Brandon Goodwin	1610612739	CLE	26.0	Brandon	0.8	1.4	0.58	0.2	0.7	0.364	0.2	0.5	0.353	0.1	0.3	0.25	0.2	0.6	0.35	0.3	0.9	0.364	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0
49	1627742	Brandon Ingram	1610612740	NOP	24.0	Brandon	2.2	3.6	0.614	0.7	1.7	0.418	1.8	3.6	0.508	1.7	4.1	0.43	0.9	2.0	0.427	0.9	2.9	0.302	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.1	0.333
50	202688	Brandon Knight	1610612742	DAL	30.0	Brandon	1.2	1.4	0.857	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.8	1.6	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
51	1630314	Brandon Williams	1610612757	POR	22.0	Brandon	1.8	4.2	0.44	0.4	1.0	0.4	0.5	1.0	0.478	0.3	1.0	0.25	0.8	1.8	0.476	0.6	2.7	0.219	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0
52	1630296	Braxton Key	1610612765	DET	25.0	Braxton	2.3	3.5	0.641	0.1	0.3	0.333	0.1	0.5	0.2	0.0	0.2	0.0	0.3	1.2	0.231	0.3	0.9	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	1630271	Brodric Thomas	1610612738	BOS	25.0	Brodric	0.5	0.6	0.857	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.7	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	201572	Brook Lopez	1610612749	MIL	34.0	Brook	2.6	3.6	0.723	0.5	1.4	0.389	0.1	0.8	0.091	0.0	0.2	0.0	0.8	1.8	0.435	0.7	2.3	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	1628971	Bruce Brown	1610612751	BKN	25.0	Bruce	2.2	3.5	0.64	0.5	1.4	0.346	0.3	0.6	0.457	0.0	0.1	0.0	0.4	1.1	0.382	0.1	0.3	0.435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	1628981	Bruno Fernando	1610612745	HOU	23.0	Bruno	1.0	1.6	0.659	0.2	0.3	0.667	0.0	0.0	1.0	0.1	0.1	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1627854	Bryn Forbes	1610612743	DEN	28.0	Bryn	0.3	0.5	0.55	0.3	0.8	0.421	0.3	0.6	0.571	0.4	1.2	0.337	0.8	1.5	0.509	1.0	2.7	0.375	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	1627741	Buddy Hield	1610612754	IND	29.0	Buddy	1.4	2.3	0.579	0.1	0.6	0.239	0.3	0.7	0.393	0.4	0.8	0.516	1.1	2.9	0.397	2.1	6.0	0.35	0.1	0.4	0.318	0.0	0.0	0.0	0.0	0.0	0.333
59	1629604	CJ Elleby	1610612757	POR	22.0	CJ	1.2	2.2	0.548	0.1	0.4	0.125	0.2	0.3	0.471	0.1	0.2	0.333	0.3	1.2	0.254	0.4	1.1	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	203468	CJ McCollum	1610612740	NOP	30.0	CJ	1.8	3.2	0.557	1.2	2.6	0.481	1.2	2.4	0.48	1.3	2.4	0.554	1.0	2.8	0.358	2.1	5.3	0.394	0.0	0.1	0.4	0.0	0.0	0.0	0.0	0.0	0.0
61	101139	CJ Miles	1610612738	BOS	35.0	CJ				0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0
62	1630595	Cade Cunningham	1610612765	DET	20.0	Cade	3.0	5.4	0.557	0.7	2.0	0.362	0.6	1.4	0.409	0.5	1.3	0.412	0.4	1.4	0.307	1.3	4.4	0.306	0.1	0.2	0.375	0.0	0.0	1.0	0.0	0.0	0.0
63	1628997	Caleb Martin	1610612748	MIA	26.0	Caleb	2.1	3.1	0.676	0.1	0.5	0.107	0.0	0.2	0.154	0.1	0.2	0.273	0.8	1.8	0.448	0.5	1.1	0.409	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
64	1629629	Cam Reddish	1610612752	NYK	22.0	Cam	1.2	2.2	0.555	0.3	0.6	0.519	0.2	0.9	0.262	0.2	0.7	0.343	0.6	1.9	0.333	0.7	2.0	0.354	0.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.0
65	1630560	Cam Thomas	1610612751	BKN	20.0	Cam	0.6	1.1	0.52	0.5	0.8	0.577	0.9	1.5	0.585	0.7	1.4	0.456	0.4	1.1	0.36	0.4	1.8	0.217	0.0	0.0	1.0	0.0	0.1	0.0	0.0	0.0	0.0
66	1629661	Cameron Johnson	1610612756	PHX	26.0	Cameron	1.3	1.8	0.705	0.2	0.7	0.364	0.1	0.3	0.263	0.1	0.4	0.25	1.2	2.7	0.433	1.3	3.2	0.407	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
67	1630787	Cameron McGriff	1610612757	POR	24.0	Cameron	1.0	2.0	0.5	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.7	0.2	0.3	0.7	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	1628419	Cameron Oliver	1610612737	ATL	25.0	Cameron	3.5	5.0	0.7	0.5	0.5	1.0	0.0	0.0	0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	1626166	Cameron Payne	1610612756	PHX	27.0	Cameron	1.4	2.8	0.509	0.8	2.2	0.354	0.5	1.0	0.517	0.2	0.4	0.385	0.3	0.7	0.405	0.9	2.9	0.323	0.0	0.1	0.333	0.0	0.0	0.0	0.0	0.0	0.0
70	1627747	Caris LeVert	1610612739	CLE	27.0	Caris	2.4	4.0	0.609	1.2	2.9	0.419	1.3	2.8	0.451	0.2	0.5	0.367	0.4	1.3	0.276	1.1	3.2	0.337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	1630637	Carlik Jones	1610612743	DEN	24.0	Carlik	0.3	1.0	0.25	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
72	2546	Carmelo Anthony	1610612747	LAL	38.0	Carmelo	0.8	1.3	0.613	0.2	0.4	0.429	0.7	1.3	0.5	0.6	1.2	0.5	1.0	2.3	0.428	1.3	3.8	0.354	0.0	0.0	0.5	0.0	0.1	0.0	0.0	0.0	0.0
73	1629035	Carsen Edwards	1610612765	DET	24.0	Carsen	0.5	1.8	0.286	0.0	0.5	0.0	0.3	0.8	0.333	0.3	0.3	1.0	0.8	0.8	1.0	0.5	3.5	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	1630199	Cassius Stanley	1610612765	DET	22.0	Cassius	1.1	2.0	0.556	0.4	0.9	0.5	0.1	0.3	0.5	0.0	0.1	0.0	0.2	1.1	0.2	0.2	0.8	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	1630216	Cassius Winston	1610612764	WAS	24.0	Cassius	0.0	0.1	0.0	0.0	0.2	0.0	0.2	0.2	1.0	0.2	0.4	0.5	0.0	0.1	0.0	0.3	0.7	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	1627760	Cat Barber	1610612737	ATL	27.0	Cat	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
77	1626224	Cedi Osman	1610612739	CLE	27.0	Cedi	1.4	2.3	0.614	0.3	0.6	0.474	0.0	0.1	0.222	0.1	0.2	0.417	0.6	1.7	0.36	1.3	3.5	0.366	0.0	0.2	0.167	0.0	0.0	0.0	0.0	0.0	0.0
78	1628990	Chandler Hutchison	1610612756	PHX	26.0	Chandler	0.0	0.2	0.0	0.3	0.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	1629646	Charles Bassey	1610612755	PHI	21.0	Charles	1.0	1.4	0.727	0.2	0.2	0.75	0.1	0.2	0.5	0.1	0.1	0.5	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	1629718	Charlie Brown Jr.	1610612755	PHI	25.0	Charlie	0.4	1.0	0.421	0.1	0.3	0.25	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.5	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	1630602	Chaundee Brown Jr.	1610612737	ATL	23.0	Chaundee	0.6	1.4	0.429	0.0	0.4	0.0	0.0	0.6	0.0	0.2	0.4	0.5	0.4	1.4	0.286	0.8	2.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
82	1627767	Cheick Diallo	1610612765	DET	25.0	Cheick	0.7	2.0	0.333	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	1629002	Chimezie Metu	1610612758	SAC	25.0	Chimezie	1.5	2.3	0.664	0.5	1.1	0.477	0.3	0.6	0.405	0.2	0.4	0.391	0.4	1.3	0.308	0.6	1.8	0.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	1628449	Chris Boucher	1610612761	TOR	29.0	Chris	2.3	3.5	0.641	0.1	0.4	0.313	0.1	0.2	0.417	0.0	0.2	0.176	0.4	1.2	0.366	0.5	1.8	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	1629185	Chris Chiozza	1610612744	GSW	26.0	Chris	0.1	0.4	0.2	0.1	0.2	0.4	0.0	0.1	0.0	0.1	0.1	0.5	0.2	0.6	0.316	0.3	0.9	0.323	0.1	0.1	0.5	0.0	0.2	0.0	0.0	0.0	0.0
86	1630537	Chris Duarte	1610612754	IND	25.0	Chris	1.7	3.1	0.562	0.3	0.7	0.366	0.5	1.4	0.36	0.6	1.1	0.517	0.8	2.2	0.367	1.0	2.7	0.373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
87	101108	Chris Paul	1610612756	PHX	37.0	Chris	0.4	0.6	0.634	0.8	1.5	0.55	1.8	3.2	0.569	1.5	2.7	0.539	0.2	0.6	0.39	0.8	2.5	0.319	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	1629735	Chris Silva	1610612748	MIA	25.0	Chris	0.9	1.3	0.7	0.1	0.5	0.25	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	1626174	Christian Wood	1610612745	HOU	26.0	Christian	3.5	5.2	0.674	0.7	1.6	0.453	0.2	0.6	0.364	0.1	0.4	0.172	0.5	1.3	0.368	1.5	3.8	0.387	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5
90	1629643	Chuma Okeke	1610612753	ORL	23.0	Chuma	1.0	1.7	0.608	0.2	0.6	0.308	0.1	0.3	0.348	0.1	0.2	0.286	0.9	2.3	0.381	0.8	3.1	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	203991	Clint Capela	1610612737	ATL	28.0	Clint	4.5	7.0	0.647	0.4	1.1	0.405	0.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	1629632	Coby White	1610612741	CHI	22.0	Coby	1.5	2.5	0.601	0.3	0.8	0.34	0.2	0.6	0.389	0.2	0.6	0.4	0.9	2.1	0.421	1.5	3.9	0.376	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0
93	1628998	Cody Martin	1610612766	CHA	26.0	Cody	1.8	2.8	0.635	0.1	0.4	0.269	0.1	0.2	0.357	0.1	0.2	0.313	0.6	1.7	0.35	0.3	0.7	0.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	203469	Cody Zeller	1610612757	POR	29.0	Cody	1.7	2.7	0.639	0.1	0.4	0.3	0.0	0.1	0.333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	1630175	Cole Anthony	1610612753	ORL	22.0	Cole	1.7	3.3	0.521	0.7	1.8	0.371	0.6	1.2	0.474	0.4	1.5	0.298	0.6	1.7	0.339	1.5	4.4	0.338	0.1	0.3	0.333	0.0	0.0	0.0	0.0	0.0	0.0
96	1629012	Collin Sexton	1610612739	CLE	23.0	Collin	3.6	5.3	0.69	0.8	2.5	0.333	0.4	0.9	0.4	0.4	0.9	0.4	0.4	1.3	0.286	0.6	2.8	0.226	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0
97	1630557	Corey Kispert	1610612764	WAS	23.0	Corey	1.1	1.6	0.725	0.2	0.4	0.471	0.1	0.2	0.688	0.1	0.3	0.381	0.6	1.6	0.387	0.8	2.5	0.33	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	202709	Cory Joseph	1610612765	DET	30.0	Cory	1.1	2.1	0.545	0.3	0.6	0.447	0.1	0.3	0.318	0.2	0.5	0.313	0.4	1.0	0.439	0.6	1.6	0.408	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
