Player	G	team	W	cor_WL_GmSc	cor_margin_GmSc	cor_WL_MP	cor_margin_MP	cor_WL_USG	cor_margin_USG	cor_WL_ORtg	cor_margin_ORtg	cor_WL_DRtg	cor_margin_DRtg	cor_WL_BPM	cor_margin_BPM	cor_GmSc_BPM	PTS_sd	MP_sd	GmSc	GmSc_sd	USG_sd	ORtg	ORtg_sd	DRtg	DRtg_sd	BPM_log	BPM_sd	GmSc_diff	MP_diff	GmSc_diff_abs	MP_diff_abs	Season	Age	Tm	Lg	Pos	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	X1.x	FT%	ORB	DRB	TRB	X2.x	STL	BLK	TOV	PF	PTS	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	X1.y	OWS	DWS	WS	WS/48	X2.y	OBPM	DBPM	BPM	VORP
Seth Curry	64	PHI_BRK	38	0.306120802587503	0.264938484961809	-0.0144090826197556	0.0699179575396288	0.17700702239691	0.1557272357389	0.209109631267732	0.20842650290972	-0.51847143299299	-0.618956573417002	0.294071767875334	0.259723745449041	0.910457607573123	6.77296211956156	5.23776514205355	11.0296875	6.74286641717313	4.46264449990582	113.46875	31.77099043677	115.453125	9.90899813541304	-0.74375	7.80321209807981	0.0301587301587302	0.0246031746031746	7.44603174603175	5.06587301587302	2021-22	31	TOT	NBA	SG	64	33.4	5.6	11.5	.487	2.5	5.8	.422	3.2	5.7	.553	.594	1.3	1.5	.872	0.3	2.8	3.1	3.6	0.8	0.2	1.7	2.3	15.0	13.7	0.615	0.506	0.127	1.1	9.1	5.2	16.3	1.2	0.6	12.3	18.5	NA	2.7	1.5	4.2	0.095	NA	0.3	-0.9	-0.6	0.8
Andre Drummond	73	PHI_BRK	42	0.187029787456217	0.167538184559279	-0.0346456114281889	-0.0288572247458198	0.288079912730686	0.168525527035435	0.0316262617106673	0.18434634530061	-0.469557243152356	-0.543369498044774	0.159222399192095	0.177467913398235	0.678776444967788	5.25433791938439	6.99201427898215	9.11780821917808	6.40859541002363	6.91790988441956	113.986301369863	40.2134903949066	102.479452054795	14.9249135387791	0.938356164383562	8.533294761257	0.163888888888889	0.0113425925925925	6.88333333333333	6.08078703703704	2021-22	28	TOT	NBA	C	36	19.7	3.4	5.9	0.57	0	0	0	3.4	5.9	0.574	0.57	1.2	2.2	0.524	3.1	6.2	9.3	1.8	1.1	0.9	1.6	2.6	7.9	21	0.574	0.007	0.379	18	34.1	26.2	13.7	2.7	4.2	18.5	19	NA	2	3.1	5.1	0.17	NA	-0.1	1.4	1.3	1.2
Joel Embiid	68	PHI	45	0.349378835496801	0.285272236474963	-0.116409329505169	-0.0886281758595663	0.191054578450146	0.0993799050222486	0.393148039374748	0.333122245347779	-0.383326366018963	-0.609989134564735	0.22895975128721	0.172253415612422	0.79205952337165	8.41696257560422	3.71911520007477	25.1161764705882	7.93865679630927	6.2859576699115	119.147058823529	17.3147031867211	105.617647058824	11.011567068606	9.26323529411765	7.16046159630569	0.332835820895522	0.1681592039801	9.28805970149254	3.84776119402985	2021-22	27	PHI	NBA	C	68	33.8	9.8	19.6	.499	1.4	3.7	.371	8.4	15.9	.529	.534	9.6	11.8	.814	2.1	9.6	11.7	4.2	1.1	1.5	3.1	2.7	30.6	31.2	0.616	0.188	0.602	7.2	31.1	19.4	23.5	1.7	3.9	11.3	37.2	NA	7.9	4.1	12	0.252	NA	7.2	2	9.2	6.5
Danny Green	62	PHI	37	-0.0791572678089816	0.0678314673809503	-0.0699268238784662	-0.0734429897330496	-0.361379201739939	-0.256485908818943	0.092068916441912	0.260413822443768	-0.288140601439111	-0.482271603727022	0.0457570026894174	0.178082554736817	0.846581386779591	4.04365391256089	6.81256087947328	4.75483870967742	4.53480808852905	5.58010484388481	100.112903225806	54.6617332022962	111.677419354839	12.0868092218551	-0.606451612903226	9.08354431741667	0.0540983606557377	0.0158469945355192	4.67049180327869	6.20983606557377	2021-22	34	PHI	NBA	SF	28	21.8	2	5.2	0.394	1.7	4.4	0.38	0.4	0.8	0.469	0.555	0.2	0.2	0.786	0.5	2	2.5	1	1	0.6	0.7	1.7	5.9	9.5	0.561	0.847	0.044	2.7	10.1	6.5	6.5	2.2	2.5	12.1	12.3	NA	0.3	1.6	1.9	0.067	NA	-1.4	0.8	-0.5	0.5
James Harden	65	BRK_PHI	40	0.354771151312437	0.428066475624927	0.134602308013663	-0.0229411064093669	-0.0650942661952047	-0.160360536537725	0.421157271594732	0.56530067772799	-0.420271816683656	-0.534646646700935	0.307360571108473	0.430537765698815	0.911831659667672	7.82817274091077	3.47434805650428	19.6138461538462	8.23251702327189	5.33642553588074	115.553846153846	22.2352695404949	111.953846153846	11.7651906715727	4.01384615384615	7.67752151012692	0.034375	0.125520833333333	9.71875	3.62135416666667	2021-22	32	TOT	NBA	PG	65	37.2	6.3	15.3	0.41	2.3	6.9	0.33	4	8.4	0.476	0.485	7.2	8.2	0.877	0.8	6.8	7.7	10.3	1.3	0.6	4.4	2.4	22	20.9	0.583	0.452	0.54	2.6	19.7	11.3	40.3	1.7	1.3	18.8	27.2	NA	4.9	2.7	7.6	0.152	NA	3.7	0.3	4	3.7
Tobias Harris	73	PHI	45	0.138185239885713	0.18671659844474	-0.0113370976013621	0.0338927624553486	-0.045531247933086	0.0407217768877464	0.219753744847263	0.203402859777955	-0.492336666092087	-0.691905262340322	0.0793449790129701	0.147076875668416	0.86027963436542	6.29648617912859	4.98253084129691	13.3904109589041	6.24700293437585	5.22481383441188	112.082191780822	21.8541589130317	113.219178082192	11.1121137294977	-0.156164383561644	6.1232477380465	-0.198611111111111	-0.0532407407407408	7.62361111111111	5.75648148148148	2021-22	29	PHI	NBA	PF	73	34.8	6.8	14	0.482	1.4	3.8	0.367	5.4	10.2	0.525	0.532	2.3	2.8	0.842	1.1	5.7	6.8	3.5	0.6	0.6	1.6	2.2	17.2	15.9	0.566	0.269	0.198	3.4	18.1	10.9	15.9	0.9	1.5	9.5	21.7	NA	3	2.6	5.6	0.105	NA	0.6	-0.6	0	1.3
Aaron Henry	6	PHI	6	NA	0.349688242556246	NA	-0.729506926082819	NA	0.41451545955546	NA	0.119365074909621	NA	-0.325732941628502	NA	0.126517111195299	0.363528870468527	0.816496580927726	1.06470740198979	-0.366666666666667	0.520256347070045	9.53806409428384	16.8333333333333	41.2330773368502	102.5	10.821275340735	-16.7833333333333	8.61496759521861	0	0.156666666666667	0.56	1.33	2021-22	22	PHI	NBA	SF	0	2.8	0.2	0.8	0.2	0	0.2	0	0.2	0.7	0.25	0.2	0	0	NA	0	0.2	0.2	0	0	0.3	0.3	0.3	0.3	-7.4	0.2	0.2	0	0	6.5	3.3	0	0	10.6	28.6	18.5	NA	-0.1	0	-0.1	-0.306	NA	-14	-2.4	-16.5	-0.1
Isaiah Joe	55	PHI	35	0.0750727780725671	0.129007493796808	-0.110703644735715	-0.157645510092481	0.116108796065597	0.13675377002151	0.0987525783095036	0.155124787198853	-0.553753991917996	-0.66661538382997	-0.0358324674078609	0.112014508020542	0.683423196650499	4.01663208837122	7.84881577633907	2.18363636363636	3.39044210142242	10.8951312760281	91.1272727272727	77.46398315907	116.509090909091	9.97566061540812	-6.06363636363636	14.9808688324954	0.137037037037037	0.29320987654321	3.27777777777778	7.53888888888889	2021-22	22	PHI	NBA	SG	1	11.1	1.1	3.2	0.35	0.8	2.5	0.333	0.3	0.8	0.405	0.477	0.5	0.6	0.935	0.1	0.9	1	0.6	0.3	0.1	0.3	0.9	3.6	7.7	0.519	0.763	0.175	1.1	9	5.1	8.1	1.1	0.4	9.1	15.5	NA	0	0.4	0.4	0.035	NA	-3.1	-1.5	-4.6	-0.4
Tyler Johnson	6	PHI_SAS	2	0.267070545318817	0.709959691080133	-0.280390850617172	-0.141195582567049	0.482570373592754	0.532191123579088	0.187922124369815	0.385893114022299	-0.300762824055416	-0.745903994556315	0.449203200723754	0.660563124823826	0.832861321215895	1.60208197875972	4.58891982771384	2.56666666666667	0.966781602362533	4.44090831549883	99.8333333333333	17.1745936390549	113.333333333333	9.87252078583108	-2.88333333333333	2.98892399814158	-0.14	2.20333333333333	1.54	4.27	2021-22	29	TOT	NBA	PG	0	15.2	1	3.3	0.3	0.8	2.2	0.385	0.2	1.2	0.143	0.425	0	0	NA	0.5	1.5	2	1.2	0.5	0.5	0.3	1.2	2.8	7.1	0.425	0.65	0	3.5	10.7	7.1	9.5	1.6	2.8	9.1	10.5	NA	0	0.1	0.1	0.033	NA	-3.9	0.8	-3	0
DeAndre Jordan	48	LAL_PHI	26	0.299364544330663	0.0756692368395433	0.057558438276634	0.0415268580068591	0.137606462297891	0.0893944045794097	0.0600877588174765	-0.0934505681009645	-0.431976238484982	-0.549900851946811	0.148387999695864	-0.049820082040972	0.673860395737489	3.03846499133133	5.07967469004254	4.86875	3.30461677373891	6.98963993989402	124.458333333333	52.0964565027396	106.479166666667	13.7391962714126	-1.07916666666667	8.98646638085206	0.138297872340426	0.217730496453901	3.75957446808511	5.01347517730496	2021-22	33	TOT	NBA	C	20	13	1.9	3	0.643	0	0	NA	1.9	3	0.643	0.643	0.5	0.8	0.55	1.7	3.8	5.5	0.4	0.3	0.7	0.8	1.5	4.3	17.2	0.641	0	0.28	14.7	31.4	23.1	4.9	0.9	5	18.7	13.9	NA	0.9	1	1.9	0.145	NA	-1.5	0.1	-1.4	0.1
Braxton Key	11	PHI_DET	5	-0.261609337348006	-0.396928189375368	-0.193869015744944	-0.448415703593662	0.367121046222587	0.447428940947346	-0.404354597848991	-0.438620718107071	-0.625958454431338	-0.807102672094368	-0.329830578513214	-0.271753140556164	0.82914357309085	4.51260859854213	8.70527385722545	5.78181818181818	5.27670696207742	4.83178867689615	91.6363636363636	31.3409404047572	106.181818181818	16.1852907407818	-2.94545454545455	9.50529995700963	1.29	1.93166666666667	4.99	6.53833333333333	2021-22	24	TOT	NBA	SF	0	17.9	3	6.5	0.458	0.5	1.9	0.286	2.5	4.6	0.529	0.5	0.6	1.2	0.538	1.2	3.4	4.5	1	0.9	1	1	2.4	7.2	13.7	0.508	0.292	0.181	6.8	21.4	13.7	8.9	2.5	5	12.4	19.4	NA	-0.1	0.3	0.2	0.052	NA	-3.8	0.6	-3.3	-0.1
Furkan Korkmaz	67	PHI	44	0.195384449701997	0.164826767411885	-0.0906510175471442	-0.115729810491945	0.110981070381779	0.0481480587425949	0.159440206685631	0.191094158376493	-0.504219576619073	-0.619915599105905	0.16815083477939	0.15570746055713	0.811766295425284	6.07293973417532	10.1632381586698	5.44328358208955	5.6565923964499	7.20226985678852	90.3731343283582	44.6120773907475	114.820895522388	11.1883670283758	-4.44179104477612	8.85997382261902	-0.212121212121212	0.183585858585859	5.2969696969697	7.2199494949495	2021-22	24	PHI	NBA	SG	19	21.1	2.7	7	0.387	1.1	4	0.289	1.6	3	0.515	0.469	1	1.3	0.81	0.3	2.3	2.6	1.9	0.5	0.1	0.7	0.9	7.6	10.2	0.502	0.566	0.179	1.8	11.9	6.9	13.1	1.2	0.6	8.6	17.6	NA	0.1	1.1	1.2	0.041	NA	-2	-1.1	-3.1	-0.4
Tyrese Maxey	75	PHI	45	0.139448075866575	0.235929376488131	-0.10780581794283	0.0303352170466687	-0.119487384425968	-0.117441097634804	0.272326922131329	0.376137761143058	-0.486775809779874	-0.698582740231583	0.18858346660472	0.27519385173422	0.928273302848	7.03727527124265	4.95356114002522	13.7146666666667	7.33685058976783	5.37506153327443	119.106666666667	27.1858336188087	116.106666666667	10.5709614144233	0.492	7.14259699912377	0.0108108108108108	-0.139189189189189	7.84864864864865	4.51801801801802	2021-22	21	PHI	NBA	PG	74	35.3	6.4	13.3	0.485	1.8	4.1	0.427	4.7	9.1	0.512	0.552	2.8	3.3	0.866	0.3	2.9	3.2	4.3	0.7	0.4	1.2	2.1	17.5	16.2	0.594	0.311	0.247	1.1	8.9	5.1	19.1	1	1.1	7.4	20.2	NA	5.4	1.9	7.3	0.132	NA	1.3	-0.7	0.6	1.8
Paul Millsap	33	BRK_PHI	22	-0.481109898530509	-0.424104399865463	0.000928286251688731	0.154838130379451	-0.285863944538732	-0.409134819910692	-0.0727945097725693	-0.0665868629043558	-0.318886753013493	-0.523435119527601	-0.441993770452827	-0.445204422432946	0.739138325835189	3.44711121920598	4.68814591509395	2.84545454545455	3.67704797605114	7.45206016867656	96.6060606060606	52.3109330075579	109.424242424242	13.1696390967784	-3.44242424242424	11.3969302419289	-0.078125	0.131770833333333	4.096875	6.22864583333333	2021-22	36	TOT	NBA	C	1	11.4	1.4	3.5	0.391	0.2	1.1	0.229	1.1	2.4	0.463	0.426	0.5	0.7	0.708	1.2	2.2	3.5	0.9	0.3	0.4	0.6	2	3.5	10.8	0.458	0.304	0.209	12.3	20.7	16.6	10.4	1.3	3.1	13.1	16.7	NA	0	0.5	0.5	0.061	NA	-3.7	0.2	-3.5	-0.1
Shake Milton	55	PHI	34	0.0864578982642732	0.0415410757292584	-0.0881199144829719	-0.212769001151067	0.01117652927231	-0.00819505508100857	-0.092917793115127	0.0982010888177464	-0.49763927493975	-0.623641590474112	0.046528492700818	0.0876850780845316	0.751062126432442	6.03106436491415	8.18928940173381	6.19090909090909	5.72668454037027	8.01204354399312	110.909090909091	52.8051178521597	116.2	12.2041280204995	-2.78363636363636	7.74694117978816	0.337037037037037	0.306481481481481	5.51851851851852	8.44228395061728	2021-22	25	PHI	NBA	SG	6	21.4	3.1	7.3	0.429	0.8	2.4	0.323	2.4	4.9	0.481	0.483	1.1	1.3	0.836	0.5	2	2.6	2.5	0.5	0.3	0.8	1.8	8.2	11.9	0.517	0.33	0.181	2.9	10.4	6.7	17.6	1.2	1.3	9.2	18.3	NA	0.7	1	1.7	0.069	NA	-1.6	-0.6	-2.2	-0.1
Georges Niang	76	PHI	48	0.136516232518124	0.0275454633130728	0.00805666987473266	-0.128319012110599	-0.200488162183824	-0.119631840838479	0.218786200313905	0.0747832173889291	-0.483773241317775	-0.686597776095483	0.174731933580061	0.101174619024896	0.85652119502886	4.57621616468944	6.14068117574461	5.89342105263158	4.42819257414176	5.42065834028536	112.263157894737	34.9362728105723	115.460526315789	10.2793524951379	-2.06184210526316	7.47520286646034	-0.0706666666666667	0.0102222222222222	4.60666666666667	5.44088888888889	2021-22	28	PHI	NBA	PF	7	22.8	3.2	7.4	0.437	2.1	5.1	0.403	1.2	2.3	0.511	0.575	0.7	0.8	0.881	0.3	2.3	2.7	1.3	0.4	0.2	0.8	2.5	9.2	10.7	0.594	0.687	0.105	1.6	11.3	6.5	8.7	0.9	0.7	9.1	16.8	NA	1.5	1.3	2.8	0.077	NA	-0.8	-1.1	-1.9	0
Myles Powell	11	PHI	8	0.176610910119685	0.389807417357694	0.22128261854635	0.25834036609543	-0.55819301397891	-0.440460734669218	-0.0903314540565156	0.0886394331769286	-0.599524193719524	-0.716091967305249	-0.105107846369241	-0.00903913359489569	0.764852324210106	1.94000937204859	5.39738339149142	0.2	1.33341666406266	13.9363096719586	62.3636363636364	92.2152619985138	111.363636363636	13.5371542598341	-7.71818181818182	18.4426038390363	-0.01	-0.43	1.39	4.88	2021-22	24	PHI	NBA	PG	0	4.7	0.5	1.5	0.294	0.1	0.5	0.167	0.4	1	0.364	0.324	0.2	0.2	1	0.1	0.5	0.5	0.3	0.1	0	0.3	0.7	1.2	0.2	0.364	0.353	0.118	2.2	10.6	6.4	8	1	0	14.4	18	NA	-0.2	0	-0.1	-0.109	NA	-10.5	-2.2	-12.7	-0.1
Paul Reed	38	PHI	21	0.2736346716418	0.138168752730166	0.101572728872931	-0.0859992897122804	0.260568351896162	0.165227937645901	0.167365840199094	0.11482710462778	-0.337836004002555	-0.421701039850034	0.308119317197308	0.237907790457478	0.494352259954388	4.60286261352387	6.29220015856672	3.51578947368421	5.20776583916384	11.7942366642431	102.763157894737	84.5961580529858	106.526315789474	19.0599861633274	1.27631578947368	19.4611940164583	0.694594594594595	0.476126126126126	3.7972972972973	5.54369369369369	2021-22	22	PHI	NBA	C	2	7.9	1.4	2.5	0.563	0.1	0.2	0.25	1.4	2.3	0.591	0.573	0.2	0.4	0.429	1.2	1.3	2.4	0.4	0.9	0.4	0.3	1.5	3.1	21.4	0.568	0.083	0.146	16.6	17.4	17	8.3	5.5	4.2	8.9	16.7	NA	0.6	0.7	1.3	0.212	NA	-0.8	2.9	2.1	0.3
Jaden Springer	2	PHI	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4142135623731	1.06066017177982	1.55	2.1920310216783	17.6776695296637	50	70.7106781186548	91.5	24.7487373415292	11.9	27.435743110038	3.1	1.5	3.1	1.5	2021-22	19	PHI	NBA	SG	0	3	0.5	0.5	1	0	0	NA	0.5	0.5	1	1	0	0	NA	0.5	0.5	1	0	0	1	0.5	0	1	26.4	1	0	0	18.9	18.3	18.6	0	0	30	50	15	NA	0	0	0	0.138	NA	8.3	8.7	17.1	0
Matisse Thybulle	66	PHI	43	0.154920311762692	0.438295010914843	0.128977850045359	0.17110264558214	-0.188014536918784	-0.0864214942933978	0.171299846937243	0.306253451052975	-0.334064498880999	-0.633905384810075	0.135088568145425	0.415707873808532	0.916493719574774	3.80004293927402	6.4166785285312	6.09848484848485	4.95665806844281	4.6512301302926	117.636363636364	62.5940858262151	108.530303030303	13.6969617034859	0.542424242424242	8.55685169648925	0.0538461538461539	0.126153846153846	5.69384615384615	6.61794871794872	2021-22	24	PHI	NBA	SG	50	25.5	2.3	4.5	0.5	0.7	2.2	0.313	1.6	2.4	0.673	0.575	0.5	0.7	0.791	0.6	1.7	2.3	1.1	1.7	1.1	0.6	2.4	5.7	11.2	0.594	0.48	0.143	2.8	7.1	5	6.1	3.4	3.8	10.9	9.5	NA	1.2	2.5	3.7	0.107	NA	-2.2	3.3	1.1	1.3
Precious Achiuwa	73	TOR	46	0.196269135315513	0.300106995804553	-0.221518056508379	-0.174294876975725	0.279700162818766	0.237390248584271	0.274283230407862	0.344344752563806	-0.394545846043735	-0.472252650995911	0.251030914699017	0.293830431889125	0.852831098833044	4.9726037879835	6.96213919166611	6.92739726027397	4.6204635491947	5.24089447383219	104.479452054795	28.6405450701939	110.767123287671	10.6660423618672	-2.83698630136986	7.10233738617309	0.0208333333333333	0.106018518518519	4.75972222222222	5.77268518518519	2021-22	22	TOR	NBA	C	28	23.6	3.6	8.3	0.439	0.8	2.1	0.359	2.9	6.1	0.468	0.486	1.1	1.8	0.595	2	4.5	6.5	1.1	0.5	0.6	1.2	2.1	9.1	12.7	0.503	0.259	0.217	8.7	21.7	14.9	6.9	1.1	2.3	11.3	18.5	NA	0.4	2.1	2.5	0.07	NA	-2	-0.6	-2.6	-0.2
OG Anunoby	48	TOR	31	0.114852771712237	0.176753468514084	0.0118183304077163	-0.143718621282694	-0.169412444870027	-0.0286488307347786	0.252656649318653	0.378434273204507	-0.398257424409904	-0.466615686969316	0.049419547645683	0.129999184611041	0.890873482874271	6.35015496544032	5.26007503337899	12.46875	6.31226958711568	4.44179407159631	113.145833333333	24.3021665992652	111.041666666667	10.0909867795175	0.43125	6.79772040169162	0.0425531914893617	-0.181560283687943	7.23404255319149	4.77234042553192	2021-22	24	TOR	NBA	SF	48	36	6.4	14.5	0.443	2.4	6.6	0.363	4	7.9	0.511	0.526	1.9	2.5	0.754	1.5	4	5.5	2.6	1.5	0.5	1.7	2.7	17.1	14.8	0.549	0.455	0.169	4.4	12.6	8.3	11	2.1	1.4	9.7	20.5	NA	1.8	1.9	3.7	0.104	NA	0.4	0.1	0.5	1.1
Dalano Banton	64	TOR	37	0.0350482678394757	0.115027281562234	-0.0735074730846121	-0.170235855381102	-0.105967221065955	-0.0232131102445087	0.0132480122066703	0.162119750243788	-0.411221581461421	-0.473450614431411	-0.093007691668736	0.0259929374434193	0.506009619433682	3.18817103114145	5.79822075960137	2.5953125	3.2512966735633	13.6626902425071	97.125	61.0790536407596	112.078125	13.7947594000317	-2.2078125	21.5354215756385	-0.0904761904761905	-0.126455026455026	3.42380952380952	6.20793650793651	2021-22	22	TOR	NBA	PG	1	10.9	1.3	3.2	0.411	0.2	0.8	0.255	1.1	2.4	0.464	0.443	0.4	0.7	0.591	0.6	1.3	1.9	1.5	0.4	0.2	0.8	1.1	3.2	10	0.463	0.252	0.218	5.6	14.1	9.7	19.8	2	1.4	19.3	16.9	NA	-0.4	0.8	0.4	0.03	NA	-3.5	0.4	-3.1	-0.2
Scottie Barnes	74	TOR	43	0.123327169002789	0.323286796801152	0.154634759767916	0.116421495226933	-0.210703136198857	-0.136066741006827	0.24167192771525	0.440178727731754	-0.415907493891438	-0.507250213849694	0.105357540131544	0.322708315021158	0.891311043478294	6.02530760451193	5.47290167289842	13.1405405405405	6.89971051445388	4.15893007522409	114.837837837838	24.8722913591168	111.77027027027	10.7493832856515	0.797297297297297	6.28605704263653	0.0616438356164383	-0.150913242009132	7.9958904109589	5.04223744292237	2021-22	20	TOR	NBA	PF	74	35.4	6.2	12.6	0.492	0.8	2.6	0.301	5.4	10	0.543	0.524	2.1	2.9	0.735	2.6	4.9	7.5	3.5	1.1	0.7	1.8	2.6	15.3	16.3	0.552	0.207	0.231	7.7	15.8	11.5	14.7	1.5	2.1	11.7	19	NA	3.7	2.9	6.6	0.122	NA	0.5	0.4	0.9	1.9
Khem Birch	55	TOR	34	-0.073306455272844	-0.154231641768302	-0.148279931167132	-0.210985206788046	-0.031433778744312	-0.112854236618804	0.0101769512923333	-0.0481807732711345	-0.47267779062773	-0.524110106178589	-0.0543247233602327	-0.0885797023698361	0.786596550603845	3.51121339833106	7.02802508182008	5.01636363636364	4.15080374351423	4.50250360583295	118.054545454545	48.7857819989854	112.490909090909	12.9197992291371	-3.18909090909091	9.01795888721957	-0.0277777777777778	-0.127777777777778	3.78333333333333	6.03765432098765	2021-22	29	TOR	NBA	C	28	18	1.8	3.6	0.485	0	0.3	0	1.8	3.4	0.522	0.485	1	1.3	0.746	2.2	2.1	4.3	1	0.5	0.5	0.5	1.9	4.5	13.2	0.534	0.07	0.355	12.7	13.5	13.1	7.6	1.5	2.6	11.1	11.2	NA	1.5	1.1	2.6	0.126	NA	-1.7	0.4	-1.3	0.2
Isaac Bonga	15	TOR	9	0.174210469366959	0.460486754692668	-0.487558852982088	-0.329490976144899	0.0822468304617953	0.10896999757501	-0.0163191775600771	0.21080458576105	-0.317430878903079	-0.300944390057337	0.155171007972553	0.33721615127438	0.588120628785269	1.37321312465119	4.1304034674875	0.853333333333333	1.39071752634934	10.9608828285386	67	86.3150375907102	99.1333333333333	23.163600345205	5.35333333333333	23.6200842706452	-0.157142857142857	-0.0392857142857143	1.15714285714286	3.65119047619048	2021-22	22	TOR	NBA	SF	0	4.6	0.2	0.9	0.231	0.1	0.3	0.25	0.1	0.6	0.222	0.269	0.3	0.5	0.625	0.3	0.2	0.5	0.3	0.5	0.1	0.1	0.7	0.8	8.7	0.363	0.308	0.615	6	5	5.5	7.3	5.8	2.8	10.8	11.5	NA	-0.1	0.1	0.1	0.06	NA	-5.4	5	-0.4	0
Chris Boucher	80	TOR	48	0.0118392614299579	0.0809336598964071	-0.0476545330908437	-0.0292426092937414	-0.193988093700866	-0.140137121551471	0.279304035293011	0.241377608830283	-0.417858429956839	-0.571592838875771	0.128019360331844	0.142970639413943	0.752206981252141	5.98262251457492	8.17187590845705	8.34125	6.11589946498655	7.33281164235646	120.9125	35.9631294135423	109.5625	12.5968086675791	-1.18875	8.17512425872351	0.189873417721519	0.180379746835443	6.35443037974684	6.93270042194093	2021-22	29	TOR	NBA	PF	9	21.1	3.4	7.2	0.464	0.9	2.9	0.297	2.5	4.4	0.575	0.523	1.9	2.4	0.777	2.2	3.9	6.2	0.3	0.6	0.9	0.5	2.2	9.4	17.9	0.57	0.397	0.334	10.9	21.3	15.8	2.2	1.4	4.3	6	17.8	NA	3.5	2.4	6	0.169	NA	0.5	-0.4	0	0.9
Armoni Brooks	54	HOU_TOR	20	0.160432189152899	0.233471747867197	0.0575956248050075	-0.0410230762826344	-0.0566108953713353	-0.138279767504132	0.197623351718745	0.239826501574913	-0.33946114237894	-0.550147411053905	0.212923889819394	0.401576984547028	0.702378009062046	5.55928595930795	9.21857046426463	3.42777777777778	5.02925091637653	7.25293381445339	81.7592592592593	61.2707986050868	117.388888888889	13.6581120641629	-5.15925925925926	10.8140634940004	-0.0867924528301887	0.180817610062893	4.52452830188679	6.52798742138365	2021-22	23	TOT	NBA	PG,SG	11	15.6	1.8	5.4	0.339	1.4	4.6	0.297	0.4	0.7	0.6	0.467	0.3	0.4	0.857	0.4	1.5	1.9	1.1	0.5	0.2	0.5	1.4	5.3	8.4	0.483	0.862	0.073	2.5	10.9	6.7	10.4	1.6	1.2	8.3	16.4	NA	-0.1	0.4	0.2	0.014	NA	-2.6	-1.3	-3.9	-0.4
Justin Champagnie	36	TOR	21	0.147503430766398	0.308440268397393	0.0684531401479958	0.191733873992613	-0.0982724183220859	-0.0375902415707957	0.133774328031455	0.226179411058338	-0.445693734871245	-0.630830258245681	0.248416803273315	0.284574810443617	0.652230670011825	3.14756141435602	6.44746472397043	2.23888888888889	3.2477049283436	9.18728935618585	103.888888888889	86.4284271283067	113.527777777778	11.9343109469201	-3.05833333333333	14.0374677203547	0.0657142857142857	0.122380952380952	3.47714285714286	6.21666666666667	2021-22	20	TOR	NBA	SF	0	7.8	0.9	1.9	0.463	0.3	0.8	0.357	0.6	1.1	0.538	0.537	0.3	0.3	1	1	1	2	0.3	0.2	0.1	0.2	0.9	2.3	13.6	0.571	0.418	0.134	13.5	14.3	13.9	5.4	1.4	1.4	10.1	12	NA	0.5	0.3	0.8	0.138	NA	-1.3	-0.7	-2	0
Sam Dekker	1	TOR	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	NA	0	NA	117	NA	-9.6	NA	NA	NA	NA	NA	2021-22	27	TOR	NBA	PF	0	1.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	0	0	0	0.003	NA	-6.2	-3.4	-9.6	0
Goran Dragic	21	TOR_BRK	10	-0.278261573852568	-0.32854619204744	0.166041074921473	-0.0531391504371444	-0.372402704501951	-0.276851760736865	-0.19446376569424	-0.285006126815331	-0.215829106253018	-0.505569454068062	-0.216700049025869	-0.227202556417238	0.75727902939411	4.49020097121552	7.97393953075966	6.01904761904762	3.99932732439082	5.71179231315105	102.619047619048	23.2066287738572	115.619047619048	12.7611762407554	-3.48095238095238	4.91005285588852	-0.27	-0.0183333333333332	4.9	7.93333333333333	2021-22	35	TOT	NBA	PG	8	23.7	2.7	7.2	0.377	0.8	3	0.254	2	4.2	0.466	0.43	1.3	1.6	0.818	0.6	2.5	3.1	4.1	0.9	0.2	1.6	2.1	7.5	10	0.474	0.417	0.219	2.9	11.3	7.1	22.9	1.9	0.7	17	17.2	NA	-0.1	0.4	0.4	0.034	NA	-2.8	-0.5	-3.3	-0.2
